ZONA: Chianti,,,,,,
"Carlton Hotel Baglioni
",☆☆☆☆☆,"Via Senato 5, Centro Storico, 20121 Milano ",02 77077,carlton.milano@baglionihotels.com,http://www.baglionihotels.com/en/destinations/milan/carlton-hotel-baglioni/hotel,
"Style Hotel 
",☆☆☆☆☆,"Via delle Erbe 1, Centro Storico, 20121 Milano",---,---,---,
Best Western Hotel Felice Casati ,☆☆☆☆,"Via Felice Casati 18, Milano, I-20124,",02 29404208,info@hotelfelicecasati.com,http://www.hotelfelicecasati.com/,
Hotel Regina,☆☆☆☆,"Via C.Correnti, 13 - 20123 Milano",02 58106913, info@hotelregina.it,http://www.hotelregina.it,
Hotel Manin,☆☆☆☆,"Via Daniele Manin,7 20121 Milano",02 6596511, info@hotelmanin.it,http://www.hotelmanin.it,
Hotel Cristoforo Colombo,☆☆☆☆,"Corso Buenos Aires, 3 - 20124 Milan ",02 29406214, info@hotelcristoforocolombo.com,http://www.hotelcristoforocolombo.com/,
Hotel Cristallo,☆☆☆,"Via Scarlatti, 22 - 20124 Milano",09.15.00,info@hotelcristallomilan.com,http://www.hotelcristallomilan.com,
Hotel Demò,☆☆☆,"Via Tonale, 14 20125 Milano",02 67074322,info@hoteldemo.com  ,http://www.hoteldemo.com/,
Hotel Bagliori,☆☆☆,"Via Boscovich, 43 20124 Milano",20.44.00,info@hotelbagliori.com,http://www.hotelbagliori.com/,
Hotel Star,☆☆☆,"Via dei Bossi, 5 - 20121 ", 02.801501,info@hotelstar.it,http://www.hotelstar.it/it/,
Hotel Ariston,☆☆☆,Largo Carrobbio 2 | 20123 ,06.28.00, info@aristonhotel.com,http://www.aristonhotel.com/,
Hotel Dateo,☆☆,"Viale Piceno, 33 - 20129",00.01.00,info@hoteldateo.it  ,http://www.hoteldateo.it/,
Hotel Marte,☆☆,"Via Ascanio Sforza 81, 20141",289531193,info@hotelmarte.it,http://www.hotelmarte.it/,
Hotel Sabatino,☆☆,"Via G. Lulli, 6 20131 ",18.11.00,info@hotelsabatino.com,http://www.hotelsabatino.com,
Arco Hotel,☆☆," P.zza S. Maria del Suffragio, 3
20129 ",23.44.00,info@arcohotel.com,http://www.arcohotel.com/it/,
Hotel Atena,☆☆,"Viale Piave, 5, 20129 Milano",13.20.00,info@hotelatenamilano.com,http://www.hotelatenamilano.com/,
Hotel XXII Marzo,☆☆,"Piazza Santa Maria del Suffragio 3, Angolo Bonvesin de la Riva 1 20129 Milano",04.00.00,info@hotel22marzo.com,http://www.hotel22marzo.com/it/,
Hotel Aladin,☆,"Viale dei Mille, 48 - 20139",23.59.00, info@hotelaladin.com,http://www.hotelaladin.com/,
Hotel Brasil,☆,"Via G. Modena, 20 ",22.18.00,info@hotelbrasilmilano.it,http://www.hotelbrasilmilano.it,
Hotel Valley,☆, Via Soperga 19 - 20100,15.40.00, info@hotelvalley.it,http://www.hotelvalley.it/it/,
Hotel Panizza,☆,"Via B. Panizza, 5 - 20144",03.48.00,info@hotelpanizza.it,http://www.hotelpanizza.it/it/,
Hotel Ca’Grande,☆," Via Porpora, 87 - 20131 ",02.47.00,info@hotelcagrande.it,http://www.hotelcagrande.it/it/,
Milano Duomo,B&B,"via torino 46, 20123 ",347 77 96 170, info@bbmilanoduomo.it,http://www.bbmilanoduomo.it/,
Bed&Bed Milano,B&B,"Via G. Ripamonti 126, 20141",02/5394216,info@bedinmilano.com,http://www.bedinmilano.com/,
La Dolce Vite,B&B,V. C. DI RIENZO 39, 02 48952808,info@ladolcevite.net,http://www.bedandbreakfastmilanonavigli.it,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ZONA: NAPOLI,,,,,,
NOME HOTEL,CATEGORIA,INDIRIZZO,Tel,,Web,
Hotel Romeo,☆☆☆☆☆,Via Cristoforo Colombo 45 - 80133 Napoli,21.09.00,welcome@romeohotel.it,http://www.romeohotel.it,
Grand Hotels Parkers,☆☆☆☆☆L,"Corso Vittorio Emanuele, 135 80121 Napoli",081 7612474,info@grandhotelparkers.it,http://grandhotelparkers.it/,
Grand Hotel Vesuvio,☆☆☆☆☆L,"Via Partenope, 45 80121 Napoli ",081 7640044,info@vesuvio.it,http://www.vesuvio.it,
Hotel Capo La Gala,☆☆☆☆☆,"Via Luigi Serio 8, 80069 Vico Equense NA",081 801 5757,info@hotelcapolagala.com,http://www.hotelcapolagala.com,
Grand Hotel Santa Lucia,☆☆☆☆,Via Partenope 46 - 80121,081 764 06 66,info@santalucia.it ,http://www.santalucia.it/,
Royal Continental,☆☆☆☆,"Via Chiatamone 53/c, 80121 Napoli",20.18.00,reservation@royalgroup.it  ,http://www.royalgroup.it,
"Hotel Art Resort Galleria Umberto
",☆☆☆☆,"Galleria Umberto I, 83, Plebiscito, 80132 ",081 4976224,info@artresortgalleriaumberto.it,http://www.artresortgalleriaumberto.it/,
"Palazzo Alabardieri
",☆☆☆☆,"Via Alabardieri 38, Chiaia, 80121 ",081 41 52 78,info@palazzoalabardieri.it,http://www.palazzoalabardieri.it/,
"Golden Hotel  
",☆☆☆,"Via Dei Fiorentini, 51, Plebiscito, 80133",22.04.00,info@goldenhotel.it,http://www.goldenhotel.it/,
"Hotel Piazza Bellini 
",☆☆☆,"Via S.M. Di Costantinopoli, 101, Centro Storico, 80134",081 451732 , info@hotelpiazzabellini.com,www.hotelpiazzabellini.it,
"Hotel Cimarosa
",☆☆☆,"Via Cimarosa 29, Vomero, 80127 ",10.40.00,info@hotelcimarosa.it,http://www.hotelcimarosa.it/it/,
"Decumani Hotel De Charme
",☆☆☆,Via San Giovanni Maggiore Pignatelli 15 - 80134,815518188, info@decumani.com ,http://www.decumani.it,
"Hotel Alloggio Del Conte
",☆☆,"Via Salaiolo 27, Stazione Centrale, 80142",081 200322,---,http://www.alloggiodelconte.com,
"Hotel Casanova
",☆☆,Via Venezia 2 cap 80142 Napoli,081 268287,"hotelcasanova@fastwebnet.it
",http://www.hotelcasanova.com,
"Hotel Zara Napoli
",☆☆,Via Firenze 81 cap 80142 Napoli,81287125,"Info@hotelzara.it
",http://www.hotelzara.it/,
"Hotel Le Orchidee
",☆☆,"Corso Umberto I°, n. 7 ",081 551 07 21,info@hotelleorchidee.it,http://www.hotelleorchidee.it,
Sea Hotels,☆☆,"Via Mezzocannone 109/c, 80134",081 5517254,"ifo@hoteleuropeonapoli.com
",http://www.sea-hotels.com,
Hotel Duomo,☆,Via Duomo 228,81265988,hotelduomo@libero.it,http://www.hotelduomonapoli.it/,
,,,,,,
,,,,,,
ISCHIA,,,,,,
"Grand Hotel Il Moresco
",☆☆☆☆☆,"Via Emanuele Gianturco 16, 80077 ",081 981355,info@ilmoresco.it,http://www.ilmoresco.it/it/hotel_5_stelle_il_moresco_ischia,
"Terme Manzi Hotel & Spa
",☆☆☆☆☆,"Piazza Bagni, 80074 Casamicciola Terme ",081 994722 ,info@termemanzihotel.com,http://www.termemanzihotel.com/,
"L'Albergo Della Regina Isabella 
",☆☆☆☆☆,"Piazza Santa Restituta 1, 80076 Lacco Ameno",081 99 43 22,info@reginaisabella.it,http://www.reginaisabella.it,
"Grand Hotel Excelsior
",☆☆☆☆☆,"Via Emanuele Gianturco 19, 80077",081 991522,excelsior@leohotels.it,http://www.excelsiorischia.it,
"Aragona Palace Hotel & Spa 
",☆☆☆☆,"Via Porto,12, 80077",081 3331229,info@hotelaragona.it,http://www.hotelaragona.it/,
,,,,,,
,,,,,,
,,,,,,
"Hotel Parco Smeraldo Terme
",☆☆☆☆,Spiaggia dei Maronti 80070 Barano d'Ischia ,081 990 127,info@hotelparcosmeraldo.com,http://www.hotelparcosmeraldo.com,
"Il Gattopardo Hotel Terme & Beauty Farm
",☆☆☆☆,"Via Giovanni Mazzella 166, 80075 Forio di Ischia",081 997714,info@ilgattopardo.com,http://www.ilgattopardo.com,
"Hotel Vittorio Beach Resort 
",☆☆☆☆,"Via Maronti 71, 80070 Barano dʼIschia ",81990079,info@hotelvittorio.com,http://www.hotelvittorio.com/,
Hotel Rivamare,☆☆☆,"via Enea, 28 - 80077 ",081 99 21 21,info@rivamareischia.it  ,http://www.rivamareischia.it/,
Hotel Vittorio Beach Resort,☆☆☆,VIA MARONTI 71 C.P 103 80070-BARANO D'ISCHIA(NA) ,.081990079 , info@hotelvittorio.com,http://www.hotelvittorio.com,
Pagoda Hotel & Recidende,☆☆☆,"Via delle Fornaci, 7 Ischia - 80077 ",081 507 43 11,info[at]pagodahotel.it  ,http://www.pagodahotel.it,
Villa Tre Sorelle,☆☆☆,Viale dei Giardini n°16 -Succhivo - 80070 Sant'Angelo d'Ischia,081 -907792,info@Hotel Villa Tre Sorelle.it,http://www.hotelvillatresorelle.it/,
Hotel Ristorante da Maria,☆☆,"Via Cartaromana, 79 (Spiaggia di Cartaromana) I-80077",081 993275,info@albergodamaria.it,http://www.hotelristorantedamariaischia.com,
,,,,,,
,,,,,,
,,,,,,
Hotel cava dell’Isola,☆,"Via G. Mazzella 25, cava dell’isola",081 997830,info@hotelcavadellisola.it,www.hotelcavadellisola.it,
Albergo Locanda sul mare,☆,Via Iasolino n.80 - 80077 Ischia (NA),19.06.00,info@locandasulmare.it,http://www.locandasulmare.it/,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ZONA: SARDEGNA,,,,,,
NOME HOTEL,CATEGORIA,INDIRIZZO,Tel,,Web,
"Hotel Laguna - Chia Laguna Resort
",☆☆☆☆☆," Viale Belvedere, Località Chia, 09010 Domus de Maria Cagliari ", 070 92391 ,info@chialagunaresort.com,http://www.chialagunaresort.com/#,
"Hotel Abi d'Oru
",☆☆☆☆☆,Località Golfo di Marinella 07026 OLBIA (OT,0789 309019,"info@hotelabidoru.it
",http://www.hotelabidoru.it/it/home.html,
"L'Ea Bianca Luxury Resort
",☆☆☆☆☆,Cala dei Ginepri – Baja Sardinia,0789 974311,info@eabianca.it,http://www.eabianca.it/,
"Villa Las Tronas Hotel & SPA
",☆☆☆☆☆,"Lungomare Valencia 1, 07041 Alghero",079 981818, info@hotelvillalastronas.it,http://www.hotelvillalastronas.it/,
"Grand Hotel Poltu Quatu 
",☆☆☆☆☆," località Poltu Quatu, snc -07021 Arzachena ",0789 956 200,hotel@poltuquatu.com,http://www.poltuquatu.com,
"Hotel Simius Playa
",☆☆☆☆, Via del Mare - 09049 Villasimius (Sardegna),070 79311 ,info@simiusplaya.com,http://www.simiusplaya.com/,
"Hotel Villa Gustui Maris
",☆☆☆☆,"Via Marco Polo, 57   08022 CALAGONONE  (NU)",0784 920076 ,info@villagustuimaris.it,http://www.villagustuimaris.it/,
T Hotel,☆☆☆☆,"Via Dei Giudicati n. 66, 09131 Cagliari", 070 47400,---,,
"Hotel Gabbiano Azzurro
",☆☆☆☆,Via dei Gabbiani - 07020 Golfo Aranci - Olbia-Tempio - ,0789 46929,info@hotelgabbianoazzurro.com,http://www.hotelgabbianoazzurro.com,
"Tancau Village Beach & Resort
",☆☆☆,"Via Dei Pini, Tancau, 08040 Lotzorai", (0782) 615033,reservations@tancauvillage.com,http://www.tancauvillage.com,
"Hotel Onda Marina
",☆☆☆,San Teodoro (NU) – Via del Tirreno,"0784 865788
0784/865408 ",hotelondamirina@virgilio.it,http://www.hotelondamarina.it,
"Hotel Angedras
",☆☆☆,"Via Frank 2, 07041 Alghero",15.57.00,info@angedras.it,http://www.angedras.it,
S’acqua Sassa Resort,☆☆☆,"S.S.195 Km 65, 09019 Teulada (",---,---,http://www.aquasassa.com/,
"Hotel La Terrazza  
",☆☆,"Via Santa Margherita 21, 09124 Cagliari",03.32.00, info@laterrazzahotel.com,http://laterrazzahotel.com,
"Hotel Villaggio Sabbie D'Oro
",☆☆,"Loc. Sabbie D'Oro, 09031 Torre Dei Corsari",70977074,sabbiedoro@tiscali.it,http://www.villaggiosabbiedoro.com/,
"Hotel Sa Tanca E Bore
",☆☆,"Località Lonne , 08029 Siniscola",0784 878 035,info@satancaebore.it,http://www.satancaebore.it,
"Hotel Mirage
",☆☆,"Loc. Capo Testa, 07028 Santa Teresa di Gallura ",0789.754207 .0789.755518,info@hotelmiragesardinia.com,http://www.hotelmiragesardegna.it,
Hotel Miramare,☆,"Via Cristoforo Colombo 2, Bosa Marina",---,---,http://www.federal-hotel.it/hotel-hotel-miramare-363493.htm,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ZONA: SICILIA,,,,,,
NOME HOTEL,CATEGORIA,INDIRIZZO,Tel,,,Web
San Domenico Palace Hotel,☆☆☆☆☆,"Piazza San Domenico, 5, 98039 Taormina",800 912238,---,,http://sandomenicopalace.hotelsinsicily.it
Grand Hotel Wagner Palermo,☆☆☆☆☆,"Via R. Wagner, 2 - 90139 PALERMO ",091 336572,info@grandhotelwagner.it,,http://www.grandhotelwagner.it
,,,,,,
,,,,,,
Hotel El Jebel,☆☆☆☆☆L,Salita Ciampoli 9 - 98039 - Taormina,.0942.625494,info@hoteleljebel.com,,http://www.hoteleljebel.com/it/
Therasia Resort Sea & Spa,☆☆☆☆☆,Vulcano -­ Isole Eolie,090 9852555,info@therasiaresort.it,,http://www.therasiaresort.it
Panoramic Hotel,☆☆☆☆,"Via Nazionale, 196 B - 98039 Taormina",16.10.00,info@panoramictaormina.it,,http://www.panoramictaormina.it/it/
The Ashbee,☆☆☆☆,Viale San Pancrazio n.46  98039 Taormina,0942 23537,info@theashbeehotel.com  ,,www.theashbeehotel.com
Hotel Borgo Pantano,☆☆☆☆,"Traversa Cozzo Pantano (fiume Ciane), 96100 SIRACUSA ",0931 721993,topinfo@borgopantano.it,,http://www.borgopantano.com/
Hotel Porta Felice,☆☆☆☆,"Via Butera, 45 90133 Palermo",091 617 56 78 ,info@hotelportafelice.it  ,,http://www.hotelportafelice.it
Il Piccolo Giardino GH Superior,☆☆☆,"Salita Lucio Denti, 4 | 98039 Taormina", 0942.23463,info@ilpiccologiardino.it,,http://www.ilpiccologiardino.it/it/
Hotel Ossidiana Stromboli,☆☆☆,"Via Marina, 98050 Stromboli - Isole Eolie ",090/986006,info@hotelossidiana.it ,,http://www.hotelossidiana.it/
Hotel La Terra dei Sogni,☆☆☆,"Via Catania Messina, 14 (Via Guglielmo Marconi - Bivio Nunziata)
95013 Fiumefreddo di Sicilia (CT)
",095 64 17 25,hotel@laterradeisogni.com,,http://www.laterradeisogni.com/
Hotel Punta Nord Est,☆☆☆,"Viale Leonardo Da Vinci, 67 - 91014 Castellammare del Golfo (TP)",16.31.00, info@puntanordest.com,,http://www.puntanordest.com/
Hotel Victoria,☆☆,Via corso umberto n°81,0942.23372 ,info@albergovictoria.it,,http://www.albergovictoria.it
Hotel Soleado,☆☆,Via dietro cappuccini 41/a - taormina ,0942.24138 ,info@hotelsoleado.com  ,,http://www.hotelsoleado.com/it/
Hotel Restaurant Diana,☆☆,C.da San Paolo - Ustica (PA),091 8449109,info@hoteldiana-ustica.com,,http://www.hoteldiana-ustica.com/
Hotel Biscari,☆☆,"Via Anzalone, 7 - angolo Via Vittorio Emanuele (200 m da Piazza Duomo) 95131 Catania Centro Storico",095 25 00 209,info@hotelbiscari.com,,http://www.hotelbiscari.com/
Sun Garden,☆,Via Mazzini 19 91010 San Vito Lo Capo (TP),923 972785,info@hotelsungardenhotel.com,,http://www.hotelsungardenhotel.com/home.html
Villa Astoria,☆,Via luigi pirandello 38  Taormina,21.03.00,info@villastoriataormina.com,,http://www.villastoriataormina.com
Hotel Concordia,☆,Via Roma n. 92 - 90139 PALERMO,091 6169062,info@hotelconcordiapalermo.it,,http://www.hotelconcordiapalermo.it
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Isole Eolie,,,,,,
,,,,,,
,,,,,,
Hotel La Piazza,☆☆☆☆,Via San Pietro 98050 Panarea,090-983154,info@hotelpiazza.it  ,http://www.hotelpiazza.it,
Hotel Mea,☆☆☆☆,Via Falcone Borsellino 98055 Lipari ,909812077,info@hotelmealipari.com,http://www.hotelmealipari.it/,
Hotel Signum,☆☆☆☆,"Via Scalo, 15 - 98050 Malfa Salina - Isole Eolie ",090 9844222,info@hotelsignum.it,http://www.hotelsignum.it,
Hotel Eros,☆☆☆☆,"64, V. Porto Levante, 98050 Vulcano",15.05.00, prenotazioni@eroshotel.it,http://www.eroshotel.it,
Hotel Ravesi,☆☆☆," Via Roma, 66 - Malfa - Salina - Isole Eolie ",090 9844385,info@hotelravesi.it ,http://www.hotelravesi.it,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ZONA: MONTAGNA - Appennino,,,,,,
NOME HOTEL,CATEGORIA,INDIRIZZO,Tel,,Web,
,,,,,,
Hotel Boscolungo,☆☆☆☆,"Via Brennero n.450, 51021 Abetone (PT)",0573 60582 , info@boscolungo.it,http://www.boscolungo.it/,
Val di Luce Spa Resort,☆☆☆☆, Via Val di Luce 51021 Val di Luce Abetone (PT),0573 60961 ,info@valdilucesparesort.it ,http://www.valdilucesparesort.it/it/index.php,
Albergo Bucaneve,☆☆☆,Via giardini 13 Pievepelago, 0536 71383,info@albergobucaneve.com,http://www.albergobucaneve.com/,
Residence La Riva,☆☆☆,"Via Brennero, 407 - Abetone",0573 607092,info@residencelariva.it,http://www.residencelariva.it/,
Hotel Cimone,☆☆,Sestola,,,http://www.hotelcimone.net/page.htm,
Hotekl Olimpic,☆☆☆,Sestola,0536 60719,info@hotelolimpicsestola.it,http://www.hotelolimpicsestola.it/ita/,
Nuovo Park Hotel,☆☆☆,Campo del Lungo Fanano MO,0536 69214,parkhotelfanano@libero.it,http://www.parkhotelfanano.com/,
Hotel Buona Stella,☆☆,"Via Cimoncino, 1200 Fanano",0536 61046,,http://www.hotelbuonastella.it/,
Gabriella Albergo e Ristorante,☆☆,"Pzza dei Falchi, 15 41021 Canevare MO",0536 68028,ristorante@gabriella.it,http://www.gabriella.it/static/ristorante.html,
La Villa Albergo Ristorante,☆☆,"Via del Sestaione 118, Pian di novello PT",0573 673061,Lavilla@abetone.com,http://www.albergolavilla.it/,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ZONA: MONTAGNA ALPI,,,,,,
NOME HOTEL,CATEGORIA,INDIRIZZO,Tel,,Web,
,,,,,,
Castello do Fosdinovo,,"Via Papiriana, 2, Massa Carrara.",0187 680013,info@castellodifosdinovo.it,http://www.castellodifosdinovo.it,
Grand Hotel Des Iles Borromees,☆☆☆☆☆L,"Corso Umberto I, 67 Stresa",0323 93 89 38,borromees@borromees.it,http://www.borromees.it/v3/,
Cristallo Hotel Spa & Golf,☆☆☆☆☆,"Via R. Menardi 42, 32043 Cortina d'Ampezzo BL",0436 881111,info@cristallo.it,http://www.cristallo.it,
Grand Hotel Savoia,☆☆☆☆☆,Via Roma 62 Cortina,0436 3201,,http://www.grandhotelsavoiacortina.it,
Hotel Rezia,☆☆☆☆,"Via Milano 9, 23032 Bormio SO",0342 904721,,http://www.hotel-rezia-bormio.it/,
Urban Hotel Design,☆☆☆☆,"Androna Chiusa 4, 34121 Trieste",040 302065,info@urbanhotel.it,http://www.urbanhotel.it,
Hotel Bagni di Bormio,☆☆☆☆,"Via Bagni Nuovi 7, 23038 Valdidentro SO",342 910131,info@bagnidibormio.it,http://www.bagnidibormio.it/,
Hotel Roma,☆☆☆,"Via Ghega 7, Trieste",040 370040,info@hotelroma-trieste.it,http://www.hotelroma-trieste.it/it/,
Hotel Vallechiara,☆☆☆,,0342 904381,info@vallechiarabormio.it,http://www.vallechiarabormio.it/,
Hotel Alpina,☆☆☆,"Via degli Sfulmini 5, 38084 Madonna di Campiglio TN",0465 441075,hotel@alpina.it,http://www.alpina.it/,
Hotel Centrale,☆☆,"Via Amilcare Ponchielli 1, 34122 Trieste",040 639 482,info@triestehotelcentrale.com,http://www.triestehotelcentrale.com/index-4.html,
Lo Scoiattolo e la Noce,B&B,"Via per Gignese 6, 28830 Stresa",339 2281666,info@loscoiattoloelanoce.it,http://www.loscoiattoloelanoce.it,
Hotel Monte Genevris,☆☆,"Via V. Assietta 12, 10050 Sauze D'Oux",122858086,info@hotelmontegenevris.it,http://www.hotelmontegenevris.it/index.html,
