email,nome_azienda,referente_nome,referente_cognome,stelle,categoria,indirizzo,cap,citta,provincia,regione,telefono,sito
info@ghvittoria.it,Grand Hotel Vittoria,,,,,,,,,,,
montecatini.reservations@lhphotels.com,Hotel Montecatini Palace,Hotel Montecatini Palace,,,Hotel,,,,,,+39 0572 910862,http://www.montecatinipalace.com/
info@hoteluniverso.it,Hotel Universo Montecatini Terme,Hotel Universo Montecatini Terme,,,Hotel,Corso Peschiera 166,,TORINO,TO,Piemonte,+39 0572 78784,http://www.hoteluniverso.it/
info@hotelmichelangelo.org,Michelangelo Hotel con Centro Benessere Montecatini Terme,Michelangelo Hotel Con Centro Benessere Montecatini Terme,,4,Hotel,Viale Fedeli 9,51016,MONTECATINI TERME,PT,Toscana,+39 0572 911700,https://www.hotelmichelangelo.org/
info@bellavistamontecatini.com,Grand Hotel Bellavista Palace & Golf,Grand Hotel Bellavista Palace And Golf,,,Hotel,,,,,,+39 0572 78122,http://www.bellavistamontecatini.it/
info@villalemagnolie.it,Villa Le Magnolie,Villa Le Magnolie,,,Bed & breakfast,,,,,Campania,+39 0572 911700,http://www.villalemagnolie.it/
info@stylemixthemes.com,Hotel Concordia,Hotel Concordia,,,Hotel,,,,,,+39 328 042 6822,https://www.hotelconcordiamontecatini.it/
hotelstoricoconcordia@outlook.it,Hotel Concordia,,,,,,,,,,,
info@rghotels.it,Hotel Medici,Hotel Medici,,,Hotel,,,,,,+39 0572 767621,http://www.rghotels.it/accommodation/hotel-medici-3/
info@hotelverenamontecatini.com,Verena Dependance Savoia & Campana,Verena Dependance Savoia And Campana,,,"Hotel, Guest house",,,,,,+39 0572 72809,https://www.hotelverenamontecatini.com/
info@hotelpalladiomontecatini.com,Hotel Palladio,Hotel Palladio,,,"Hotel, Bar",,,,,,+39 0572 72509,http://www.hotelpalladiomontecatini.com/
prenotazioni@enjoy.it,Hotel Torretta,,,,,,,,,,,
centroguide.pistoia@gmail.com,Hotel Torretta,,,,,,,,,,,
info@hotelmarina.biz,Hotel Marina,Hotel Marina,,,Hotel,,,,,,+39 0572 70128,http://www.hotelmarina.biz/
info@villamariatoscana.it,Villa Maria,Villa Maria,,,"Hotel, Swimming basin",,,,,,+39 0572 503632,http://www.villamariatoscana.it/
laquerceta@bertinihotelgroup.it,Hotel Savona,Hotel Savona,,,"Hotel, Extended stay hotel",,,,,,,http://www.bertinihotelgroup.it/savona_it.html
salus@bertinihotelgroup.it,Hotel Savona,,,,,,,,,,,
savona@bertinihotelgroup.it,Hotel Savona,,,,,,,,,,,
otelia@gmail.com,Hotel Cavallotti & Giotto | Montecatini,,,,,,,,,,,
hotelia@gmail.com,Hotel Cavallotti & Giotto | Montecatini,,,,,,,,,,,
albergoparadiso@messaggipec.it,Albergo Paradiso Montecatini-terme,Albergo Paradiso Montecatini Terme,,,"Hotel, Restaurant",,,,,,+39 0572 70353,http://www.albergoparadiso.info/
info@smarthotelbartolini.com,Smart Hotel Bartolini Montecatini Terme,Smart Hotel Bartolini Montecatini Terme,,,Hotel,,,,,,+39 0572 770900,http://www.smarthotelbartolini.com/
info@piccadillyhotel.com,Hotel Piccadilly,Hotel Piccadilly,,,"Hotel, Bar, Guest house",,,,,,,http://www.piccadillyhotel.com/
brasilehotel@gmail.com,Hotel Brasile Montecatini-Terme,Hotel Brasile Montecatini Terme,,,Hotel,,,,,,+39 0572 70362,https://www.hotelbrasile.net/
info@casalevaticano.it,Hotel Brasile Montecatini-Terme,,,,,,,,,,,
reception@hotelboston.it,Hotel Boston,,,,,,,,,,,
hotelmanzonisrl@pecimprese.it,Hotel Manzoni,,,,,,,,,,,
info@ambasciatoripalace.it,Grand Hotel Ambasciatori,Grand Hotel Ambasciatori,,,Hotel,,,,,,+39 0572 770776,http://www.ambasciatoripalace.it/
info@petitchateau.it,Petit Chateau,Petit Chateau,,,"Bed & breakfast, Lodging",,,,,,+39 0572 905900,http://www.petitchateau.it/
info@zenithhotel.it,HOTEL ZENITH,Hotel Zenith,,,Hotel,,,,,,+39 0572 773234,http://www.zenithhotel.it/
info@montecatini.it,Planet Hotel,Planet Hotel,,,Hotel,,,,,,+39 0572 78546,http://www.montecatini.it/hotel/crystalpalace/index.htm
helga@hotelalassio.it,Hotel Alassio,,,,,,,,,,,
giuseppe@hotelalassio.it,Hotel Alassio,,,,,,,,,,,
info@hotelveneziamontecatini.com,Venezia,Venezia,,,Hotel,,,,,,+39 0572 71294,http://www.hotelveneziamontecatini.com/
info@residenzafarinati.com,Residenza Farinati,Residenza Farinati,,,Bed & breakfast,,,,,,+39 378 301 2130,http://www.residenzafarinati.com/
info@torredeibelforti.com,Torre dei Belforti,Torre Dei Belforti,,,"Bed & breakfast, Castle, Holiday home",,,,,,+39 340 053 3735,https://www.torredeibelforti.com/
trufflehunting@boutiquedeltartufo.it,Torre dei Belforti,,,,,,,,,,,
info@ilpoderebellavista.it,Il Podere Bellavista,Il Podere Bellavista,,,Bed & breakfast,,,,,,+39 339 880 0374,http://www.ilpoderebellavista.it/
info@ilbelcanto.com,Belcanto B&B,Belcanto B And B,,,Bed & breakfast,,,,,,+39 0588 67260,http://www.ilbelcanto.com/
info@poderecerale.com,Podere Cerale,Podere Cerale,,,Bed & breakfast,,,,,,+39 346 946 1447,http://www.poderecerale.com/
info@parco-del-lago.com,Parco del Lago,Parco Del Lago,,,,,,,,,+39 0722 78247,http://www.parco-del-lago.com/
webmaster@maruga.com,Villa Labor,Villa Labor,,,Hotel,,,,,,+39 0722 739025,http://villalabor.it/
dubinlabor@gmail.com,Villa Labor,,,,,,,,,,,
prolocomontecopiolo@libero.it,B&B IL POGGIO,B And B Il Poggio,,,Bed & breakfast,,,,,,+39 346 608 0511,http://www.prolocomontecopiolo.it/bb-il-poggio
booking@torrenelchianti.eu,B&B Torre nel Chianti,B And B Torre Nel Chianti,,,"Bed & breakfast, Hotel",,,,,,+39 380 437 4990,http://www.torrenelchianti.eu/
info@torrenelchianti.eu,B&B Torre nel Chianti,,,,,,,,,,,
info@lepeschiere.com,B & B Le Peschiere,B And B Le Peschiere,,,Bed & breakfast,,,,,,+39 0536 974052,http://www.lepeschiere.com/
helpful@icastagnituscany.com,iCastagni,Icastagni,,,Hotel,,,,,,,http://icastagnituscany.com/
welcome@abbadiawinerelais.com,Abbadia Wine Relais,Abbadia Wine Relais,,,"Farmstay, Bed & breakfast, Winery",,,,,,+41 76 335 30 99,http://www.abbadiawinerelais.com/
stay@borgodisotto.com,Borgo di Sotto,Borgo Di Sotto,,,Bed & breakfast,,,,,,,https://www.borgodisotto.com/
info@dimorailglicine.it,"B&B il glicine, dimora storica - Montefollonico",B And B Il Glicine Dimora Storica Montefollonico,,,Bed & breakfast,,,,,,+39 347 715 3347,http://www.dimorailglicine.it/
info@belagaggio.it,Agriturismo Belagaggio,Agriturismo Belagaggio,,,"Farmstay, Bed & breakfast, Tuscan restaurant",,,,,,+39 0577 669733,https://belagaggio.it/
info@lelappe.com,Le Lappe Relais,Le Lappe Relais,,,"Hotel, Restaurant, Villa",,,,,,+39 055 029 9038,http://www.lelappe.com/
info@lelappe.it,Le Lappe Relais,,,,,,,,,,,
info@nidodelfalcone.com,Nido del Falcone Agriturismo,Nido Del Falcone Agriturismo,,,Hotel,,,,,,+39 0763 613106,http://www.nidodelfalcone.it/en/
lestanzediguitto@gmail.com,Le stanze di Guitto,Le Stanze Di Guitto,,,Hotel,,,,,,+39 370 371 3870,https://www.lestanzediguitto.it/
info@granducatohotel.it,Hotel Granducato,Hotel Granducato,,,Hotel,,,,,,+39 0571 913979,http://granducatohotel.it/
info@casamontecuccoli.it,Casa Montecuccoli,Casa Montecuccoli,,,,,,,,,+39 339 528 2937,http://www.casamontecuccoli.it/
post@sitoscana.com,SiToscana,Sitoscana,,,Bed & breakfast,,,,,,+39 050 930024,http://www.sitoscana.no/
eli_cecca@yahoo.it,L’aia di Montemagno,L’Aia Di Montemagno,,,Bed & breakfast,,,,,,+39 328 464 8630,http://aiadimontemagno.it/
alcavallucciomarinoameglia@gmail.com,B&B Al Cavalluccio Marino,B And B Al Cavalluccio Marino,,,Bed & breakfast,,,,,,,https://www.alcavallucciomarino.com/
info@golfodeipoetirelais.com,Poets Gulf Relais & SPA,Poets Gulf Relais And Spa,,,"Hotel, Massage spa, Restaurant, Spa, Wedding venue",,,,,,+39 0187 601216,http://www.golfodeipoetirelais.com/
lanipitella@gmail.com,La Nipitella Rooms,La Nipitella Rooms,,,Bed & breakfast,,,,,,+39 338 701 0851,http://www.lanipitella.com/
info@podereristella.it,Agriturismo Podere Ristella - Wine&Food - Piscina Panoramica,Agriturismo Podere Ristella Wine And Food Piscina Panoramica,,,,,,,,,+39 339 637 8177,http://www.podereristella.it/
post@ribollaferien.de,La Ribolla,La Ribolla,,,Hotel,,,,,,+39 331 887 9467,http://www.ribollaferien.de/
info@sbb.it,La Ribolla,,,,,,,,,,,
a.maussroy@lapiaggia.com,B&B La Piaggia,B And B La Piaggia,,,Bed & breakfast,,,,,,+39 330 271 846,http://www.lapiaggia.com/
lucialapiaggia@gmail.com,B&B La Piaggia,,,,,,,,,,,
ciavattarelais@gmail.com,Relais Ciavatta Country Hotel,Relais Ciavatta Country Hotel,,,Hotel,,,,,,+39 0564 164 0058,http://www.ciavatta.it/?utm_source=GoogleMyBusiness
info@poggiobertino.com,Hotel Poggio Bertino,Hotel Poggio Bertino,,,Hotel,,,,,,+39 339 140 2891,http://www.poggiobertino.com/
info@ilmelogranocountryhouse.it,Hotel Il Melograno,Hotel Il Melograno,,,"Wellness hotel, Hotel",,,,,,+39 338 100 3610,http://www.ilmelogranocountryhouse.it/
geal@raccocert.it,Hotel Il Melograno,,,,,,,,,,,
info@allandreas.com,Locanda All Andreas,Locanda All Andreas,,,,,,,,,+39 0564 629789,http://www.allandreas.com/
mastrotittapizza@gmail.com,Mastro Titta,Mastro Titta,,,"Pizza restaurant, Hotel",,,,,,+39 0564 602653,http://www.mastrotittapizza.com/
chaletgineprino@gmail.com,Il Gineprino,Il Gineprino,,,"Bed & breakfast, Mountain cabin",,,,,,+39 320 223 0020,http://www.chaletgineprino.altervista.org/
info@iglicini.it,I Glicini,I Glicini,,,Bed & breakfast,,,,,,+39 0574 720578,http://www.iglicini.it/
info@villascarfantoni.com,Relais Villa Scarfantoni B&B,Relais Villa Scarfantoni B And B,,,"Bed & breakfast, Event planner",,,,,,+39 0574 790830,http://www.villascarfantoni.com/
bistrot@villascarfantoni.com,Relais Villa Scarfantoni B&B,,,,,,,,,,,
restaurant@i-vivai.com,I Vivai Hotel,I Vivai Hotel,,,Resort hotel,,,,,,+39 0574 185 8120,https://www.ivivaialparugiano.it/
info@i-vivai.com,I Vivai Hotel,,,,,,,,,,,
fnfo@i-vivai.com,I Vivai Hotel,,,,,,,,,,,
info@borgodellarocca.it,B&B Borgo della Rocca,B And B Borgo Della Rocca,,,"Bed & breakfast, Hotel",,,,,,+39 327 994 4507,http://www.borgodellarocca.it/
info@borgodellarocca-montemurlo.it,B&B Borgo della Rocca,,,,,,,,,,,
info@fattoriajavello.it,Agriturismo La Casaccia,Agriturismo La Casaccia,,,Hotel,,,,,,+39 0574 657000,http://www.fattoriajavello.it/
info@casalegregoriano.com,Casale Gregoriano,Casale Gregoriano,,,Bed & breakfast,,,,,,+39 346 148 3204,http://www.casalegregoriano.com/
info@ilbarbagianni.eu,Il Barbagianni,Il Barbagianni,,,"Bed & breakfast, Hotel",,,,,,+39 340 798 6381,http://www.ilbarbagianni.eu/
nidodape.bb@gmail.com,B&B Nido d'Ape,B And B Nido Dape,,,Bed & breakfast,,,,,,+39 335 833 7475,http://www.bbnidodape.it/
info@ilriccio.net,Meublé Il Riccio,Meublé Il Riccio,,,Hotel,,,,,,+39 0578 757713,http://www.ilriccio.net/
giorgiocaroti2016@gmail.com,Meublé Il Riccio,,,,,,,,,,,
info@cugusibnb.com,B&B Cugusi,B And B Cugusi,,,Bed & breakfast,,,,,,+39 348 422 7526,https://www.cugusibnb.com/
info.montepulciano@gmail.com,B&b Montepulciano,B And B Montepulciano,,,"Bed & breakfast, Hotel",,,,,,+39 366 264 9441,http://www.bbmontepulciano.com/?utm_source=google
info@lortodipanza.it,L'Orto Di Panza,Lorto Di Panza,,,Bed & breakfast,,,,,,+39 0578 707239,http://www.lortodipanza.it/
info@residenzecontucci.it,Contucci Residenze d'Epoca,Contucci Residenze Depoca,,,"Hotel, Extended stay hotel, Holiday apartment",,,,,,+39 335 630 3854,https://www.residenzecontucci.it/contatti/
info@contucci.it,Contucci Residenze d'Epoca,,,,,,,,,,,
elisabetta.barbera@tiscali.it,Contucci Residenze d'Epoca,,,,,,,,,,,
prenotazioni@hotelpanoramic.com,Hotel Panoramic Montepulciano,Hotel Panoramic Montepulciano,,,"Hotel, Bed & breakfast",,,,,,+39 333 908 0979,https://www.hotelpanoramic.com/
museochiusi@libero.it,Hotel Panoramic Montepulciano,,,,,,,,,,,
meubleevoe.montepulciano@gmail.com,Meuble Evoe,Meuble Evoe,,,"Hotel, Bed & breakfast",,,,,,+39 0578 070183,https://www.meubleevoe.it/
info@vicolodelloste.it,Vicolo dell'Oste,Vicolo Delloste,,,Bed & breakfast,,,,,,+39 0578 758393,http://www.vicolodelloste.it/
info@samuelesantoni.com,Agriturismo Nibbiano,Agriturismo Nibbiano,,,"Farmstay, Hotel, Restaurant",,,,,,+39 347 590 7416,http://www.nibbiano.net/
info@sanbrunorelais.com,Relais San Bruno,Relais San Bruno,,,"Bed & breakfast, Hotel, Lodging, Swimming basin",,,,,,+39 0578 716222,http://www.sanbrunorelais.com/
info@ilgirasole.montepulciano.com,Bed and breakkast IL GIRASOLE,Bed And Breakkast Il Girasole,,,Bed & breakfast,,,,,,+39 0578 716076,http://www.ilgirasole.montepulciano.com/
casavacanzeichiari@gmail.com,Casa Vacanze I Chiari,Casa Vacanze I Chiari,,,"Holiday home, Bed & breakfast, Farmstay, Hotel, RV park",,,,,,+39 320 720 3944,http://www.casavacanzeichiari.it/
info@residenzafabroni.it,Residenza Fabroni,Residenza Fabroni,,,"Bed & breakfast, Holiday home, Hotel",,,,,,+39 0578 757071,http://www.residenzafabroni.it/
info@agriturismoilpalazzodeidiavoli.it,Agriturismo Palazzo dei Diavoli,Agriturismo Palazzo Dei Diavoli,,,"Farmstay, Bed & breakfast, Holiday home, Holiday apartment",,,,,,+39 348 254 7199,http://www.agriturismoilpalazzodeidiavoli.it/
info@appartamentibellarmino.com,Appartamenti Bellarmino,Appartamenti Bellarmino,,,Extended stay hotel,,,,,,+39 331 157 3423,http://www.appartamentibellarmino.com/
commercial@appartamentibellarmino.com,Appartamenti Bellarmino,,,,,,,,,,,
info@lafalconara.it,la Falconara,La Falconara,,,"Farmstay, Bed & breakfast",,,,,,+39 334 711 9507,http://www.lafalconara.it/
elena@santantonio.it,Sant'Antonio Country Resort Montepulciano,Santantonio Country Resort Montepulciano,,,"Resort hotel, Extended stay hotel, Farmstay, Holiday home",,,,,,+39 0578 799365,http://www.santantonio.it/
info@santantonio.it,Sant'Antonio Country Resort Montepulciano,,,,,,,,,,,
lagnolo@hotmail.it,L'Agnolo Di Caroti Cinzia & C.,Lagnolo Di Caroti Cinzia And C,,,Bed & breakfast,,,,,,+39 0578 757095,http://www.lagnolo.com/
agnolo@hotmail.it,L'Agnolo Di Caroti Cinzia & C.,,,,,,,,,,,
info@sanbartolomeoliving.it,Palazzo Nobile di San Donato Luxury B&B Guest House,Palazzo Nobile Di San Donato Luxury B And B Guest House,,,"Bed & breakfast, Boutique, Hotel",,,,,,+39 0578 321546,http://www.palazzosandonato.com/
info@borgotrerose.it,Borgo Tre Rose - Country Hotel Montepulciano,Borgo Tre Rose Country Hotel Montepulciano,,,Hotel,,,,,,+39 0578 72491,http://www.borgotrerose.it/
info@iltosco.com,Il Tosco,Il Tosco,,,,,,,,,+39 0578 757083,http://www.iltosco.com/
reservations@dimoradellerbe.it,Dimora Dell'erbe,Dimora Dellerbe,,,Bed & breakfast,,,,,,+39 0578 717295,http://www.dimoradellerbe.it/
info@dimoradellerbe.it,Dimora Dell'erbe,,,,,,,,,,,
info@agriturismonobile.it,Agriturismo Nobile,Agriturismo Nobile,,,,,,,,,+39 0578 757398,http://www.agriturismonobile.it/
palazzodelcorto@gmail.com,DelCorto Suites,Delcorto Suites,,,Bed & breakfast,,,,,,+39 347 302 7926,http://www.delcortosuites.com/
hello@montefelix.com,DelCorto Suites,,,,,,,,,,,
info@palazzodelmercante.it,Palazzo del Mercante - Residenza d'epoca Montepulciano,Palazzo Del Mercante Residenza Depoca Montepulciano,,,Hotel,,,,,,+39 0578 440591,http://www.palazzodelmercante.it/
poderepalazzolo@gmail.com,B&B Al Vecchio Forno,B And B Al Vecchio Forno,,,Bed & breakfast,,,,,,+39 392 065 7069,https://www.bbalvecchioforno.it/
info@lacortesegreta.com,the secret court,The Secret Court,,,Hotel,,,,,,+39 329 613 7966,http://www.lacortesegreta.com/
info@poggio-etrusco.com,Poggio Etrusco di Sheldon Johns Pamela,Poggio Etrusco Di Sheldon Johns Pamela,,,"Farmstay, Bed & breakfast, Cooking school, Organic farm",,,,,,+39 347 471 6006,http://www.poggio-etrusco.com/
info@montorio.com,Montorio Charming Country Residence,Montorio Charming Country Residence,,,"Hotel, Holiday apartment",,,,,,+39 0578 717442,https://www.montorio.com/?utm_source=gbp
gabriella@hotelgranducato.it,Hotel Granducato Montepulciano Tuscany,Hotel Granducato Montepulciano Tuscany,,,Hotel,,,,,,+39 0578 758610,http://www.hotelgranducato.it/
annamaizzi@hotelgranducato.it,Hotel Granducato Montepulciano Tuscany,,,,,,,,,,,
albergolaterrazza@libero.it,ALBERGO LA TERRAZZA DI MONTEPULCIANO,,,,,,,,,,,
info@casadibacco.net,Agriturismo Casa di Bacco,Agriturismo Casa Di Bacco,,,,,,,,,+39 338 805 4069,http://www.casadibacco.net/
hello@poderepoggioalsole.it,Podere Poggio al Sole,Podere Poggio Al Sole,,,Hotel,,,,,,+39 338 445 4110,http://www.poderepoggioalsole.it/
info@villacicolina.it,Villa Cicolina,Villa Cicolina,,,Resort hotel,,,,,,+39 0578 758620,http://www.villacicolina.it/
info@poderelarocca.it,Podere La Rocca Farmhouse,Podere La Rocca Farmhouse,,,"Farmstay, Bed & breakfast",,,,,,+39 392 347 6281,https://www.poderelarocca.it/?utm_source=google
info@albergoilmarzocco.it,Albergo Il Marzocco,Albergo Il Marzocco,,,Hotel,,,,,,+39 0578 757262,https://www.albergoilmarzocco.it/
info@fonteroncone.it,B&B FONTERONCONE di KRYVUTA OKSANA,B And B Fonteroncone Di Kryvuta Oksana,,,Bed & breakfast,,,,,,+39 366 376 5516,http://www.fonteroncone.it/
lasiestabeb@gmail.com,La Piccola Siesta b&b,La Piccola Siesta B And B,,,"Bed & breakfast, Indoor lodging",,,,,,+39 0578 798080,https://www.facebook.com/La-Piccola-Siesta-bb-Montepulciano-108677778278629
tuscany@ortaglia.it,Relais Ortaglia at Podere Val D’Orcia,Relais Ortaglia At Podere Val D’Orcia,,,BB,Strada Statale per Pienza 29,,Montepulciano,SI,Toscana,+39 391 163 9887,https://relaisortaglia.com/
reservations@borgosanvincenzo.com,Borgo San Vincenzo,Borgo San Vincenzo,,,"Hotel, Cocktail bar, Restaurant",,,,,,+39 0578 810137,http://www.borgosanvincenzo.com/
info@borgosanvincenzo.com,Borgo San Vincenzo,,,,,,,,,,,
restaurant@borgosanvincenzo.com,Borgo San Vincenzo,,,,,,,,,,,
osteriadelborgomontepulciano@gmail.com,Osteria del Borgo,Osteria Del Borgo,,,"Restaurant, Bed & breakfast, Italian restaurant, Wine bar",,,,,,+39 0578 716799,http://www.osteriadelborgo.it/
info@agriturismocognanello.it,Agriturismo Cognanello,Agriturismo Cognanello,,,Bed & breakfast,,,,,,+39 0578 758838,http://www.agriturismocognanello.it/
ladimoranelcorso@gmail.com,B&BMontepulciano,B And Bmontepulciano,,,Bed & breakfast,,,,,,+39 366 264 9441,http://www.ladimoranelcorso.com/
info@fattoriasanmartino.it,Fattoria San Martino,Fattoria San Martino,,,"Bed & breakfast, Vegan restaurant, Vegetarian restaurant",,,,,,+39 0578 717463,http://www.fattoriasanmartino.it/
info@dionora.it,Podere Dionora,Podere Dionora,,,Bed & breakfast,,,,,,+39 0578 717496,http://www.dionora.it/
info@palazzocarletti.it,Palazzo Carletti,Palazzo Carletti,,,Bed & breakfast,,,,,,+39 0578 756080,http://www.palazzocarletti.it/
info@hotelmarvin.it,Hotel Marvin,Hotel Marvin,,,Hotel,,,,,,+39 0578 798009,https://www.hotelmarvin.it/
info@stelledimonte.com,Stelle di Monte,Stelle Di Monte,,,"Guest house, Hotel",,,,,,+39 338 425 7148,https://stelledimonte.com/
info@camerebellavista.it,Bellavista Rooms Massoni Gabriella & C.,Bellavista Rooms Massoni Gabriella And C,,,"Bed & breakfast, Hotel, Holiday apartment",,,,,,+39 0578 757348,http://www.camerebellavista.it/
camerebellavistamontepulciano@gmail.com,Bellavista Rooms Massoni Gabriella & C.,,,,,,,,,,,
casale-poggiano@libero.it,Casale a Poggiano,Casale A Poggiano,,,Bed & breakfast,,,,,,+39 328 732 2057,http://www.poggiano.com/
booking@casadelfauno.it,Casa del Fauno,Casa Del Fauno,,,Bed & breakfast,,,,,,+39 0578 756080,https://casadelfauno.it/
gruppi@hotelgrifo.it,Hotel Grifo Montepulciano,,,,,,,,,,,
gruoi@hotelgrifo.it,Hotel Grifo Montepulciano,,,,,,,,,,,
info@agriturismodraghi.it,Agriturismo Draghi,Agriturismo Draghi,,,"Farmstay, Hotel, Indoor lodging",,,,,,+39 339 395 9147,http://www.agriturismodraghi.it/
ebbio.agriturismo@gmail.com,EBBIO,Ebbio,,,,,,,,,+39 345 552 6420,http://www.ebbio.it/
sramazzotti.sr@gmail.com,EBBIO,,,,,,,,,,,
info@villamontarioso.com,Villa Montarioso,Villa Montarioso,,,"Hotel, Bed & breakfast",,,,,,+39 0577 588526,http://www.villamontarioso.com/
info@poggiarello.com,Antico Borgo Poggiarello,Antico Borgo Poggiarello,,,,Strada di San Monti 12,53035,Monteriggioni,SI,,0577 301003,https://www.poggiarello.com/?utm_source=google
info@fattoriailcolombaio.com,Fattoria Il Colombaio,Fattoria Il Colombaio,,,"Wine cellar, Hotel",,,,,,+39 0577 306143,http://www.fattoriailcolombaio.com/
info@borgodebrandi.com,Borgo dé Brandi,Borgo Dé Brandi,,,"Farmstay, Bed & breakfast, Holiday apartment",,,,,,+39 348 442 0184,https://www.borgodebrandi.com/
info@bestofsiena.com,Rooms and Wine - Best of Siena,Rooms And Wine Best Of Siena,,,"Bed & breakfast, Hotel",,,,,,+39 351 893 7444,https://www.bestofsiena.com/
ristorante@ilpiccolocastello.com,Hotel Il Piccolo Castello,,,,,,,,,,,
info@bedandbreakfastilceppo.it,Bed and Breakfast Il Ceppo,Bed And Breakfast Il Ceppo,,,"Bed & breakfast, Bar, Restaurant",,,,,,+39 0577 593387,http://ilceppo-bedandbreakfastmonteriggioni.com/vacanze-in-toscana/
info@ladamacountryrooms.it,La Dama Country Rooms,La Dama Country Rooms,,,Hotel,,,,,,+39 353 467 7723,https://ladamacountryrooms.it/
writeus@trufflenbed.com,TRUFFLE'N'BED,Trufflenbed,,,Bed & breakfast,,,,,,+39 333 810 7558,https://www.trufflenbed.com/
dasavi@protonmail.com,TRUFFLE'N'BED,,,,,,,,,,,
tenuta.darbia@gmail.com,Tenuta d'Arbia,Tenuta Darbia,,,Hotel,,,,,,+39 351 804 7301,http://www.tenutadarbia.com/
fllisanna@libero.it,Hotel 1000 Miglia,,,,,,,,,,,
fratellisanna@hotmail.it,Hotel 1000 Miglia,,,,,,,,,,,
info@sanpierino.it,Casa Vacanze San Pierino,Casa Vacanze San Pierino,,,Extended stay hotel,,,,,,+39 338 996 0410,http://www.sanpierino.it/
info@villagiuncheto.com,Villa Giuncheto,Villa Giuncheto,,,,,,,,,+39 333 602 9042,http://www.villagiuncheto.com/
info@castellodisanfabiano.com,San Fabiano,San Fabiano,,,"Castle, Bed & breakfast",,,,,,+39 0577 374682,http://www.castellodisanfabiano.com/
info@ilcantodelsole.com,IL Canto Del Sole,Il Canto Del Sole,,,Bed & breakfast,,,,,,+39 335 383 430,http://www.ilcantodelsole.com/
info@missanega.it,Agriturismo Missanega,Agriturismo Missanega,,,"Hotel, Farmstay",,,,,,+39 0187 160 0426,http://www.missanega.it/
info@missanega.com,Agriturismo Missanega,,,,,,,,,,,
portoroca@portoroca.it,Restaurant Hotel Porto Roca,Restaurant Hotel Porto Roca,,,Hotel,Via Corone 1,,MONTEROSSO AL MARE,SP,Liguria,+39 0187 817502,http://www.portoroca.it/
direzione@portoroca.it,Restaurant Hotel Porto Roca,,,,,,,,,,,
info@leccidisoviore.com,I Lecci Soviore,I Lecci Soviore,,,Bed & breakfast,,,,,,+39 0187 183 5343,http://www.leccidisoviore.com/
info@lesolane.it,Residence Ramerino,Residence Ramerino,,,"Apartment building, Extended stay hotel, Farmstay",,,,,,+39 335 521 4469,http://www.residenceramerino.com/
info@campetroso.it,Agriturismo Borgo Campetroso,Agriturismo Borgo Campetroso,,,"Farmstay, Bed & breakfast, Holiday home, Restaurant",,,,,,+39 328 842 0021,https://www.campetroso.it/
reception@campetroso.it,Agriturismo Borgo Campetroso,,,,,,,,,,,
hotel123695@wearehotels.top,Le Camere di Nonna Mara,Le Camere Di Nonna Mara,,,Bed & breakfast,,,,,,+39 0586 650435,https://le-camere-di-nonna-mara.mondoinviaggio.top/
info@lecameredelborgo.it,Le Camere del Borgo,Le Camere Del Borgo,,,Bed & breakfast,,,,,,+39 389 838 8106,https://www.lecameredelborgo.it/
lamacinabeb@gmail.com,B&B La Macina,B And B La Macina,,,Bed & breakfast,,,,,,+39 392 591 4554,https://www.beblamacina.com/
info@fattorialasteccaia.it,Fattoria la Steccaia,Fattoria La Steccaia,,,"Holiday home, Extended stay hotel, Hotel",,,,,,+39 0586 687807,http://www.fattorialasteccaia.it/
ilpolveraio@gmail.com,Antico Podere Il Polveraio - Agriturismo in Toscana,Antico Podere Il Polveraio Agriturismo In Toscana,,,"Farmstay, Extended stay hotel, Organic farm, Resort hotel",,,,,,+39 328 731 2557,https://www.facebook.com/ilpolveraio
info@loscudaio.com,lo scudaio b&b,Lo Scudaio B And B,,,Bed & breakfast,,,,,,+39 380 105 1395,http://www.loscudaio.com/
info@villalavinia.it,Villa Lavinia B&B,Villa Lavinia B And B,,,Bed & breakfast,,,,,,+39 0586 681950,http://www.villalavinia.it/
info@belvederealbergo.it,Hotel Ristorante Belvedere,Hotel Ristorante Belvedere,,,,,,,,,+39 059 982449,http://www.belvederealbergo.it/
info@residenzavillaalbertina.com,Villa Albertina,Villa Albertina,,,"Bed & breakfast, Villa",,,,,,+39 333 194 1003,https://www.residenzavillaalbertina.com/
info@lefontiasangiorgio.it,Le Fonti a San Giorgio,Le Fonti A San Giorgio,,,,,,,,,+39 0571 609298,https://www.lefontiasangiorgio.it/
lelavandesrl@gmail.com,Le Lavande | Casa Vacanza Toscana Ecosostenibile,Le Lavande | Casa Vacanza Toscana Ecosostenibile,,,Hotel,,,,,,+39 370 347 4325,https://www.lelavandehouse.com/
poderesanripoli@gmail.com,Podere Sanripoli,Podere Sanripoli,,,Bed & breakfast,,,,,,+39 0571 609005,http://poderesanripoli.com/
info@castellooliveto.it,Residence San Romano,Residence San Romano,,,Extended stay hotel,,,,,,+39 389 274 3910,https://castellooliveto.it/residence/
info@poderelaquerce.com,Podere La Querce,Podere La Querce,,,,,,,,,+39 388 727 8574,http://www.poderelaquerce.com/
detwilerlisa@gmail.com,Podere La Querce,,,,,,,,,,,
gocha.mieble@gmail.com,Podere La Querce,,,,,,,,,,,
